"id";"name";"slug";"description";"metaDescription";"metaKeywords";"price";"image_url";"quantity";"ProductStatus";"isDeleted";"createdAt";"updatedAt"
16;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
17;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
18;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
19;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
20;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
21;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
22;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
23;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
24;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
25;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
26;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
28;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
29;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
30;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
31;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
32;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
33;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
34;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
35;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
36;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
37;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
38;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
39;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
40;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
41;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
42;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
43;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
44;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
45;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
46;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
47;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
48;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
49;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
50;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
51;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
52;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
53;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
55;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
56;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
57;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
58;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
59;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
60;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
61;"Ventelators";"ventelators";"Ventelators Breathing Device";"Ventelators";"Ventelators";1200.0;"vent4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
62;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
63;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
64;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
65;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
66;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
67;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
68;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
69;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
70;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
71;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
72;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
73;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
74;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
75;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
76;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
77;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
78;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
79;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
80;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
81;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
82;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
83;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
84;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
85;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
86;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
87;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
88;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
89;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
90;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
91;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
92;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
93;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
94;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
95;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
96;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
97;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
98;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
99;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
100;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
101;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
102;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
103;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
104;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
105;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
106;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
107;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
108;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
109;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
110;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
111;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
112;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
113;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
114;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
115;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
116;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
117;"N95 masks";"n95masks";"N95 masks Breathing Device";"N95 masks";"N95 masks";100.0;"mask4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
118;"Evian Water";"water";"Spring Water";"Water";"Water";4.0;"Water.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
119;"All Water";"water";"Spring Water";"Water";"Water";4.0;"Water2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
120;"Glacial Water";"water";"Spring Water";"Water";"Water";4.0;"Water3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
121;"Filtered Water";"water";"Spring Water";"Water";"Water";4.0;"Water4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
122;"ORW Water";"water";"Spring Water";"Water";"Water";4.0;"Water5.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
123;"Wawa Water";"water";"Spring Water";"Water";"Water";4.0;"Water6.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
124;"On Water";"Water";"Spring Water";"Water";"Water";4.0;"Water7.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
125;"In Water";"water";"Spring Water";"Water";"Water";4.0;"Water8.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
126;"The Water";"water";"Spring Water";"Water";"Water";4.0;"Water9.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
127;"Red Scrubs";"scrubs";"Medical Scrubs Uniform";"scrubs";"scrubs";26.0;"scrubs.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
128;"Blue Scrubs";"scrubs";"Medical Scrubs Uniform";"scrubs";"scrubs";26.0;"scrubs2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
129;"Black Scrubs";"scrubs";"Medical Scrubs Uniform";"scrubs";"scrubs";26.0;"scrubs3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
130;"Camo Scrubs";"scrubs";"Medical Scrubs Uniform";"scrubs";"scrubs";26.0;"scrubs4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
131;"Yellow Scrubs";"scrubs";"Medical Scrubs Uniform";"scrubs";"scrubs";26.0;"scrubs5.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
132;"Green Scrubs";"scrubs";"Medical Scrubs Uniform";"scrubs";"scrubs";26.0;"scrubs6.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
133;"Pink Scrubs";"scrubs";"Medical Scrubs Uniform";"scrubs";"scrubs";26.0;"scrubs7.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
134;"Purple Scrubs";"scrubs";"Medical Scrubs Uniform";"scrubs";"scrubs";26.0;"scrubs8.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
135;"Brown Scrubs";"scrubs";"Medical Scrubs Uniform";"scrubs";"scrubs";26.0;"scrubs9.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
136;"Hot Dogs";"food";"Food";"Food";"Food";5.0;"food1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
137;"Chips";"food";"Food";"Food";"Food";5.0;"food2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
138;"Green Beans";"food";"Food";"Food";"Food";5.0;"food3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
139;"Beef Jerky";"food";"Food";"Food";"Food";5.0;"food4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
140;"Corn";"food";"food";"Food";"Food";5.0;"food5.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
141;"Carrots";"food";"Food";"Food";"Food";5.0;"food6.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
142;"Spam";"food";"Food";"Food";"Food";5.0;"food7.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
143;"Cereal";"food";"Food";"Food";"Food";5.0;"food8.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
144;"Bread";"food";"Food";"Food";"Food";5.0;"food9.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
145;"Sheet Paper";"paper";"Paper Product";"Paper";"Paper";16.0;"paper1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
146;"Toilet Paper";"paper";"Paper Product";"Paper";"Paper";16.0;"paper2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
147;"Tissue Paper";"paper";"Paper Product";"Paper";"Paper";16.0;"paper3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
148;"Paper Plates";"paper";"Paper Product";"Paper";"Paper";16.0;"paper4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
149;"Drawing Paper";"paper";"Paper Product";"Paper";"Paper";16.0;"paper5.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
150;"Paper Planes";"paper";"Paper Product";"Paper";"Paper";16.0;"paper6.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
151;"Paper Taper";"paper";"Paper Product";"Paper";"Paper";16.0;"paper7.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
152;"LinedPaper";"paper";"Paper Product";"Paper";"Paper";16.0;"paper8.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
153;"Printing Paper";"paper";"Paper Product";"Paper";"Paper";16.0;"paper9.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
154;"IBM Laptop";"infrastructure";"Infrastructure Items";"Infrastructure";"Infrastructure";400.0;"infrastructure1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
155;"HP Laptop";"infrastructure";"Infrastructure Items";"Infrastructure";"Infrastructure";400.0;"infrastructure2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
